N,a_true,v_true,t0_true,a_est,v_est,t0_est
40,1.759671482918376,1.0140558480690245,0.24055653305366798,1.9525166378161813,0.8883924581191761,0.1045674036665658
40,1.2461683336598763,0.646458835242935,0.3579112636046803,1.5050744125276363,1.1525018570178207,0.21498517964042985
40,1.9316606319084426,1.4894985565607377,0.25456883443334244,2.0438703199262034,1.4406192753328655,0.12643856478569682
40,1.7892476925336076,0.880462520815795,0.3311003588880655,1.9261261967760184,1.010271368673771,0.2502166515603951
40,0.5900646099271987,1.3186119935088494,0.1978052858314755,0.6288177463298434,1.162320104368379,0.18902213339584595
40,0.8506447876398251,1.6383588263982096,0.2875190054682787,0.9799777122631942,2.242116886782939,0.2871647437333598
40,1.1869950759428498,0.8338811411490048,0.17536841253797475,1.1135479261119616,0.5559160893663972,0.17907289024623957
40,1.0938050468325309,0.6975753797374526,0.15118623198864076,1.1465461348167463,1.2091047355381506,0.12746267445681464
40,1.8178607800906594,0.8138151228213628,0.3912931440209798,1.8806833765101132,0.5841558990683204,0.26838204172106417
40,1.284576606382016,1.3369764421862627,0.17665015835149075,1.2208059146370758,1.270142447558613,0.2571110387982038
40,0.5448905551091632,1.3563087711991886,0.20170862242269136,0.5766739386423695,1.469284119864942,0.1959615598051458
40,1.1665687213993339,1.2730415291427923,0.37662359122010736,1.0712721966044305,1.4474355045580707,0.4660001911231087
40,0.8558592439563983,1.2626204164849129,0.2051666902802135,0.8024689427646656,1.2080225233992548,0.2331414259494517
40,1.4448182809496293,1.6969624184351,0.37974111891529194,1.2707277376343182,1.531335227385502,0.40718260825619784
40,1.2118914844725583,0.6698980509304732,0.2324352650159381,1.212617836620115,0.5104981880619939,0.23630320406817978
40,0.9690482886370202,1.4780352994779369,0.40914777538416236,0.987023054797632,1.404520749927286,0.4543629728285372
40,1.619454274597516,0.6730922057020559,0.21299229065866074,1.5893024974053125,0.6099534599428001,0.10001640009110913
40,1.7233363209959829,0.7878995826345283,0.3655091808898777,1.7890203309542256,0.614085971891741,0.35470547503485395
40,0.9941546198724995,0.648935521726298,0.2971531139086311,1.0160001176044058,0.833954490463072,0.30036675163026094
40,1.2413340080823645,1.0817209842804287,0.14736991616807826,1.255890974791983,0.9847691017556487,0.1331861555652099
40,1.0772848221555023,1.545246066710133,0.30922199389936744,1.032460792304628,1.3427089643040546,0.32497841720582243
40,0.9910222152236179,1.5168860359705034,0.39471822906869225,1.0390925414757894,1.4922611322076311,0.40925759007663454
40,1.848736779096486,0.5105406140659718,0.3564593051620749,1.8859960494827648,0.5825103870018205,0.265679926897055
40,1.6112800635080458,0.8643855102478153,0.3098159544164012,1.496797101967637,1.0359436228015177,0.5659506623083834
40,1.7785260646265448,1.5411556125417454,0.14523736182269942,1.6546058708099316,1.3279443860915805,0.11080105112195504
40,0.7564806160541082,1.3663573089786192,0.225725752223068,0.765633344938627,1.106662694341144,0.23275811174402242
40,1.81206319087857,1.5106588773060428,0.37176716498152695,1.8491931382145173,1.5922830981351324,0.3242249712482662
40,1.5119602049992504,1.4680792982092998,0.14697145968923345,1.8209830905025273,1.61695020372423,0.10302486229681884
40,1.8306981139358203,0.5448453684368038,0.10512451026582662,1.7885004905283104,0.4086593838880601,-0.01869521841384958
40,0.9908928196829159,1.2530015124946394,0.16572049780280612,1.1080662742471956,1.9829360647484577,0.1558171609900341
40,1.8149178765361644,0.8468346132052218,0.29359938254212686,1.6215258900465772,1.0697338019920737,0.33257947571811197
40,1.9140946734071544,1.8687219588876007,0.3621837084461291,1.7571023422997796,1.6757356178312397,0.35278389939700955
40,1.3540406351081926,1.9220701566330038,0.19763609971178442,1.5592818225390337,2.349518600918555,0.1756429093563041
40,0.7629818769886498,0.6686897050604297,0.37593859142419117,0.7783387455589328,0.5209365593344524,0.37699082878741297
40,1.6863290704652725,1.755039977302475,0.26382523783273304,1.444729476899535,1.5208553659828266,0.3075884723421506
40,0.6943037479487997,0.5905687604099632,0.38872993215863694,0.7415727258814436,0.9855911403349544,0.37090331055584497
40,0.6716492527175071,1.5585935137167504,0.39071890121981756,0.6653143617793769,1.2735300920321537,0.39760787040849555
40,0.8746896105226676,1.5463726496712673,0.1641341728451558,0.8385820444859818,1.310083248135269,0.1626921948910958
40,0.7559302346632812,0.6760164023732805,0.1955264529965377,0.7054132279457479,0.5747909055929241,0.22945276130740117
40,0.5854641388734774,0.8257639653429228,0.1419741056480208,0.534334722768849,0.7588223089959414,0.1576005207922505
40,1.86077756174102,1.6076430720095978,0.4127311842203326,1.9435841539174603,1.5149531720721587,0.33950371536229784
40,1.107184900095977,1.1865154899160584,0.3629965315607423,1.1555874447020367,1.1996447066602918,0.37797742666634243
40,1.3245099360901538,1.0440262088455619,0.1746068817808172,1.1854504752410326,0.9267466769919119,0.2848570311469726
40,1.274602087409309,1.2030187196259545,0.3992338018726801,1.3446830791497126,1.447114326957826,0.3696120914638848
40,0.788460850729024,0.5646491334406619,0.31367423988040455,0.7840646474450248,0.255936415595401,0.3234447483426893
40,1.6096794709458342,1.1118933325188771,0.3687577682985408,1.6401997068093348,1.3396079564057843,0.466017580721712
40,1.5970555217892777,1.8203480195961612,0.21106540236105512,1.5192455565549532,1.9380928688336994,0.2729139275297896
40,1.4088682662090029,0.7622289015932795,0.47659487267815714,1.3869607195842224,0.6989387251563307,0.42627081002721545
40,1.31128704595596,1.4250521587885672,0.47692466356860896,1.433582513313089,1.7524667053660112,0.4721161323503628
40,1.8529463051090957,0.9315851883033462,0.2568616197942357,1.6743539327341028,0.8279577776343674,0.3104929576271428
40,0.9691505682862144,1.097358864378203,0.4264176802734847,1.036327143371249,1.3376995575066888,0.38778553938567617
40,1.5742855730342766,1.1498562327790212,0.22836804576294079,1.7161509906926886,1.010750839987553,0.16319526315815103
40,0.790259930279146,1.0825657506124813,0.39562019262231773,0.7479005313289209,-0.2683120108306192,0.40143944873735654
40,1.2928821813581557,1.4924309466773176,0.11587500926325829,1.1680731606321944,1.4850106259177216,0.17090198616843683
40,0.9973058588444031,1.889448642727434,0.3592503620849363,1.0215898363683142,1.9047861282301886,0.3508637334790079
40,1.0003816535669923,1.8609717431839878,0.13338219485519587,1.0152820385607415,1.527257799822092,0.07585971685644705
40,1.0198920333303312,1.7812682085479183,0.2565149888117409,1.0101556075615064,1.9263469256510866,0.27530723005528995
